epoch;accuracy;loss;precision;val_accuracy;val_loss;val_precision
0;0.661251962184906;0.6188783049583435;0.6255630850791931;0.8149556517601013;0.4830896258354187;0.7468085289001465
1;0.7951663732528687;0.469178706407547;0.7707182168960571;0.8783270120620728;0.36372610926628113;0.8525000214576721
2;0.8363708257675171;0.39321908354759216;0.8452566266059875;0.8897338509559631;0.306606650352478;0.8740360140800476
3;0.8541997075080872;0.36353009939193726;0.8558352589607239;0.8973383903503418;0.28840699791908264;0.8630806803703308
4;0.8545958995819092;0.35644981265068054;0.8592307567596436;0.9049429893493652;0.26900649070739746;0.8778054714202881
5;0.8645008206367493;0.3430308699607849;0.8772619962692261;0.9074777960777283;0.25524452328681946;0.8822054862976074
6;0.8688589334487915;0.3337753415107727;0.8777258396148682;0.9163498282432556;0.24056655168533325;0.90625
7;0.8696513175964355;0.3007759749889374;0.8881788849830627;0.9188846349716187;0.22960196435451508;0.9067357778549194
8;0.8645008206367493;0.31662610173225403;0.887631356716156;0.9176172614097595;0.22262586653232574;0.9064934849739075
9;0.8763867020606995;0.2977079749107361;0.887235701084137;0.9188846349716187;0.21824072301387787;0.9088541865348816
10;0.8759905099868774;0.2910996973514557;0.8939393758773804;0.9226869344711304;0.21124333143234253;0.9204244017601013
11;0.8799524307250977;0.2977103590965271;0.9030694961547852;0.9264892339706421;0.2056512087583542;0.9210526347160339
12;0.8763867020606995;0.28874334692955017;0.8997575044631958;0.9239543676376343;0.20371189713478088;0.920634925365448
13;0.8759905099868774;0.30793794989585876;0.8990306854248047;0.927756667137146;0.19998928904533386;0.9257294535636902
14;0.8811410665512085;0.26460662484169006;0.8994413614273071;0.9252218008041382;0.1964973509311676;0.9230769276618958
15;0.8795562386512756;0.291858047246933;0.9023405909538269;0.9252218008041382;0.1924528330564499;0.9230769276618958
16;0.8807448744773865;0.2715963125228882;0.9084967374801636;0.9264892339706421;0.18934527039527893;0.9232804179191589
17;0.8914421796798706;0.28057876229286194;0.9046493172645569;0.9264892339706421;0.18671126663684845;0.9232804179191589
18;0.8874801993370056;0.29046887159347534;0.9137510061264038;0.9264892339706421;0.18270601332187653;0.9232804179191589
19;0.8926307559013367;0.25587886571884155;0.9126602411270142;0.927756667137146;0.18017907440662384;0.9257294535636902
20;0.8961964845657349;0.24190691113471985;0.9179404377937317;0.9264892339706421;0.17742323875427246;0.9255319237709045
21;0.8910459876060486;0.251438170671463;0.9239669442176819;0.9302915334701538;0.17994944751262665;0.9353099465370178
22;0.8934231400489807;0.25917133688926697;0.920880913734436;0.927756667137146;0.17751705646514893;0.9279999732971191
23;0.8922345638275146;0.2703253924846649;0.9145849943161011;0.9252218008041382;0.17398355901241302;0.9230769276618958
24;0.9013470411300659;0.26526960730552673;0.9154818058013916;0.9290241003036499;0.16835524141788483;0.9281914830207825
25;0.8890649676322937;0.2676849961280823;0.9140307903289795;0.9290241003036499;0.16571633517742157;0.9281914830207825
26;0.8977813124656677;0.2598186433315277;0.9142176508903503;0.9315589070320129;0.16578829288482666;0.9354838728904724
27;0.9017432928085327;0.23541861772537231;0.9270073175430298;0.9315589070320129;0.1610429286956787;0.9450549483299255
28;0.8965927362442017;0.250944584608078;0.9193548560142517;0.9340937733650208;0.15812692046165466;0.9429348111152649
29;0.9013470411300659;0.2402571737766266;0.9255663156509399;0.9391635060310364;0.15655796229839325;0.9435483813285828
30;0.9124405980110168;0.23056238889694214;0.9299362897872925;0.9391635060310364;0.15639010071754456;0.938829779624939
31;0.906101405620575;0.22317220270633698;0.9208860993385315;0.9416983723640442;0.1527915894985199;0.9414893388748169
32;0.9080824255943298;0.21631908416748047;0.9231987595558167;0.9442331790924072;0.15009881556034088;0.9465240836143494
33;0.9100633859634399;0.21961644291877747;0.920187771320343;0.9429658055305481;0.1479184627532959;0.9440000057220459
34;0.906101405620575;0.2559112310409546;0.9188976287841797;0.9416983723640442;0.1484120488166809;0.9414893388748169
35;0.9092710018157959;0.24989552795886993;0.909160315990448;0.9442331790924072;0.14433178305625916;0.9465240836143494
36;0.914421558380127;0.21439045667648315;0.9295328855514526;0.9442331790924072;0.14046449959278107;0.948924720287323
37;0.9140253663063049;0.21070252358913422;0.9342948794364929;0.9442331790924072;0.13806407153606415;0.9513513445854187
38;0.918779730796814;0.21650971472263336;0.9321766495704651;0.948035478591919;0.1373206526041031;0.9517426490783691
39;0.911648154258728;0.22455129027366638;0.9197819232940674;0.9493029117584229;0.13762736320495605;0.9543010592460632
40;0.9053090214729309;0.24610967934131622;0.9207606911659241;0.9328263401985168;0.15429261326789856;0.9629629850387573
41;0.8926307559013367;0.2292904555797577;0.9249175190925598;0.9442331790924072;0.14738024771213531;0.9638888835906982
42;0.9045166373252869;0.21643862128257751;0.9315961003303528;0.946768045425415;0.14461158215999603;0.9615384340286255
43;0.9041204452514648;0.2112487256526947;0.9343724250793457;0.946768045425415;0.14391441643238068;0.9590163826942444
44;0.911648154258728;0.23054419457912445;0.9312000274658203;0.946768045425415;0.14091455936431885;0.9590163826942444
45;0.9009508490562439;0.222328320145607;0.9193934798240662;0.948035478591919;0.1392766535282135;0.9566395878791809
46;0.9072900414466858;0.22989055514335632;0.9264588356018066;0.9493029117584229;0.13808134198188782;0.9543010592460632
47;0.9175911545753479;0.21483148634433746;0.9286274313926697;0.9455006122589111;0.1410759538412094;0.9514824748039246
48;0.911251962184906;0.19746041297912598;0.9210320711135864;0.9518377780914307;0.13832439482212067;0.9569892287254333
49;0.9080824255943298;0.22808077931404114;0.9172521233558655;0.9518377780914307;0.13695171475410461;0.9545454382896423
50;0.919572114944458;0.2028309851884842;0.9336493015289307;0.9518377780914307;0.13662104308605194;0.9545454382896423
51;0.915213942527771;0.20871654152870178;0.92494136095047;0.9518377780914307;0.13413619995117188;0.9545454382896423
52;0.9183835387229919;0.20996783673763275;0.929411768913269;0.9518377780914307;0.13342513144016266;0.9545454382896423
53;0.9136291742324829;0.2183428257703781;0.9233776330947876;0.9531052112579346;0.1309971958398819;0.9571045637130737
54;0.9164025187492371;0.1914254128932953;0.9298107028007507;0.9556400775909424;0.1324540078639984;0.959785521030426
55;0.924326479434967;0.19625551998615265;0.9309006333351135;0.9556400775909424;0.13093367218971252;0.9622641801834106
56;0.9211568832397461;0.19682881236076355;0.9284603595733643;0.9569074511528015;0.12809918820858002;0.9648648500442505
57;0.9247226715087891;0.2037845402956009;0.9263238906860352;0.9569074511528015;0.12931545078754425;0.9598930478096008
58;0.9294770359992981;0.18815793097019196;0.9335907101631165;0.9556400775909424;0.12773963809013367;0.9573333263397217
59;0.9278922080993652;0.18553811311721802;0.9340574145317078;0.9569074511528015;0.12448708713054657;0.9648648500442505
60;0.9227416515350342;0.18825942277908325;0.9388889074325562;0.9569074511528015;0.12435760349035263;0.9648648500442505
61;0.9290808439254761;0.17248691618442535;0.9335393905639648;0.9569074511528015;0.1232382208108902;0.9648648500442505
62;0.919175922870636;0.18945901095867157;0.9295223355293274;0.9569074511528015;0.12242211401462555;0.9648648500442505
63;0.9274960160255432;0.19359886646270752;0.9408517479896545;0.9581748843193054;0.12141427397727966;0.9674796462059021
64;0.9227416515350342;0.19676309823989868;0.9320312738418579;0.9569074511528015;0.12195637077093124;0.9648648500442505
65;0.924326479434967;0.20605410635471344;0.9363207817077637;0.9594423174858093;0.11983951181173325;0.9726775884628296
66;0.9223454594612122;0.19532975554466248;0.9367588758468628;0.9607097506523132;0.11897219717502594;0.972752034664154
67;0.9322503805160522;0.19371414184570312;0.9441823959350586;0.9607097506523132;0.11860006302595139;0.972752034664154
68;0.9290808439254761;0.1924608051776886;0.9322034120559692;0.9581748843193054;0.12204668670892715;0.9599999785423279
69;0.9255150556564331;0.18939799070358276;0.9264367818832397;0.9594423174858093;0.1202750951051712;0.9625668525695801
70;0.928288459777832;0.1758810132741928;0.9242424368858337;0.9607097506523132;0.11848682910203934;0.9651474356651306
71;0.9318541884422302;0.192119762301445;0.9392995834350586;0.9594423174858093;0.1166153997182846;0.9650537371635437
72;0.9278922080993652;0.17736594378948212;0.9354085326194763;0.9594423174858093;0.11556185781955719;0.9650537371635437
73;0.9290808439254761;0.1824474334716797;0.9302147030830383;0.9594423174858093;0.1142638772726059;0.9650537371635437
74;0.9338352084159851;0.18806353211402893;0.9409019947052002;0.9594423174858093;0.11325865238904953;0.9650537371635437
75;0.923534095287323;0.176193967461586;0.9209726452827454;0.963244616985321;0.11202459782361984;0.9678283929824829
76;0.9314579963684082;0.17076733708381653;0.9338461756706238;0.9594423174858093;0.11168552935123444;0.9650537371635437
77;0.9417591094970703;0.16562841832637787;0.9431643486022949;0.9607097506523132;0.11011824011802673;0.9701896905899048
78;0.9346275925636292;0.17887617647647858;0.9430577158927917;0.9619771838188171;0.11178680509328842;0.9754098653793335
79;0.9362123608589172;0.18304233253002167;0.9371165633201599;0.963244616985321;0.11007577180862427;0.9703503847122192
80;0.9290808439254761;0.19611670076847076;0.9282442927360535;0.9619771838188171;0.10973694920539856;0.9754098653793335
81;0.9270998239517212;0.19116882979869843;0.9359875321388245;0.9594423174858093;0.11043000966310501;0.9752747416496277
82;0.928684651851654;0.18972313404083252;0.9416863918304443;0.9657794833183289;0.10980014503002167;0.9756097793579102
83;0.9259112477302551;0.17209550738334656;0.9317829608917236;0.9670469164848328;0.10896392166614532;0.9756757020950317
84;0.928288459777832;0.1801081895828247;0.9347826242446899;0.964512050151825;0.10880666971206665;0.9704301357269287
85;0.9342314004898071;0.16401423513889313;0.9355334043502808;0.9657794833183289;0.10633321106433868;0.97050940990448
86;0.9350237846374512;0.16947734355926514;0.9389961361885071;0.9670469164848328;0.10412270575761795;0.9731183052062988
87;0.9342314004898071;0.1781868040561676;0.9389017820358276;0.9683143496513367;0.10313166677951813;0.9706666469573975
88;0.9405705332756042;0.16755259037017822;0.9450889229774475;0.9657794833183289;0.10287953913211823;0.97050940990448
89;0.9318541884422302;0.17326372861862183;0.9312452077865601;0.9683143496513367;0.10160212963819504;0.9706666469573975
90;0.9381933212280273;0.1813671737909317;0.9393706917762756;0.964512050151825;0.1053265929222107;0.9704301357269287
91;0.9421553015708923;0.16157925128936768;0.943889319896698;0.9657794833183289;0.10440212488174438;0.97050940990448
92;0.9350237846374512;0.1851074993610382;0.9349655508995056;0.9657794833183289;0.10364065319299698;0.97050940990448
93;0.9342314004898071;0.17518369853496552;0.9289493560791016;0.9657794833183289;0.1016325056552887;0.97050940990448
94;0.9385895133018494;0.16262081265449524;0.9414483904838562;0.9670469164848328;0.10076358914375305;0.970588207244873
95;0.9397781491279602;0.1721390038728714;0.9402298927307129;0.9695817232131958;0.10083862394094467;0.9707446694374084
96;0.9389857649803162;0.169853076338768;0.9401381611824036;0.9670469164848328;0.10061594098806381;0.9656084775924683
97;0.9366085529327393;0.18565072119235992;0.9305660128593445;0.9670469164848328;0.10035652667284012;0.9656084775924683
98;0.9358161687850952;0.1600092053413391;0.9259536266326904;0.9695817232131958;0.09766948968172073;0.9707446694374084
99;0.9441362619400024;0.16482195258140564;0.9441041350364685;0.9695817232131958;0.09752077609300613;0.9707446694374084
